customer_id,churned,churn_probability,churn_risk_category,Unnamed: 3_encoded,Unnamed: 5_encoded,Unnamed: 6_encoded,Unnamed: 8_encoded
CUST_000049,0,0.2244385403234863,Low Risk,1,0,3,0
CUST_000050,1,0.22168917951762956,Low Risk,1,0,4,1
CUST_000051,1,0.22792632746373861,Low Risk,1,3,1,2
CUST_000052,1,0.24200230962872887,Low Risk,1,1,1,1
CUST_000053,1,0.2813854443111909,Low Risk,1,0,5,2
CUST_000054,0,0.2550274863016322,Low Risk,0,3,1,1
CUST_000055,1,0.24343434155102772,Low Risk,1,1,4,2
CUST_000056,0,0.2813854443111909,Low Risk,1,0,5,2
CUST_000057,0,0.2538426227268326,Low Risk,0,1,3,0
CUST_000058,0,0.26348665639160057,Low Risk,0,1,5,2
CUST_000059,0,0.2700081428385866,Low Risk,0,1,2,0
CUST_000060,0,0.2227627866743614,Low Risk,1,1,4,1
CUST_000061,0,0.22792632746373861,Low Risk,1,3,1,2
CUST_000062,1,0.2449597809709422,Low Risk,0,2,2,2
CUST_000063,0,0.23313524482671225,Low Risk,1,1,4,0
CUST_000064,0,0.2798876751638227,Low Risk,0,0,0,2
CUST_000065,0,0.24839514188236209,Low Risk,1,2,0,1
CUST_000066,0,0.2384335290723222,Low Risk,1,1,2,2
CUST_000067,1,0.24776013765479887,Low Risk,1,1,2,1
CUST_000068,0,0.2887006841649707,Low Risk,1,3,0,1
CUST_000069,1,0.2273535131940311,Low Risk,1,1,3,1
CUST_000070,1,0.22807149677296573,Low Risk,0,1,4,1
CUST_000071,0,0.2362979782466718,Low Risk,0,1,2,2
CUST_000072,0,0.2687901462145875,Low Risk,1,0,2,1
CUST_000073,1,0.23962185776186423,Low Risk,1,0,1,1
CUST_000074,0,0.18719147017486745,Low Risk,1,3,2,0
CUST_000075,0,0.2687901462145875,Low Risk,1,0,2,1
CUST_000076,1,0.24776013765479887,Low Risk,1,1,2,1
CUST_000077,0,0.2362732453750361,Low Risk,1,1,5,0
CUST_000078,0,0.26112703137026966,Low Risk,1,1,1,2
CUST_000079,0,0.22621349990028955,Low Risk,0,0,5,2
CUST_000080,1,0.2362732453750361,Low Risk,1,1,5,0
CUST_000081,0,0.25461168904775816,Low Risk,1,3,1,1
CUST_000082,0,0.2227000211660437,Low Risk,0,0,5,0
CUST_000083,0,0.23999593319954377,Low Risk,0,0,4,1
CUST_000084,0,0.2538396247965827,Low Risk,1,2,0,2
CUST_000085,0,0.22293934520301745,Low Risk,0,0,2,1
CUST_000086,0,0.24720887639055636,Low Risk,1,0,3,2
CUST_000087,0,0.2814037112508279,Low Risk,0,2,2,0
CUST_000088,1,0.23388877195433583,Low Risk,1,0,5,1
CUST_000089,0,0.24343434155102772,Low Risk,1,1,4,2
CUST_000090,0,0.28683732587910377,Low Risk,1,3,5,2
CUST_000091,0,0.20597423421795885,Low Risk,1,0,5,0
CUST_000092,1,0.2706922538851356,Low Risk,0,3,1,2
CUST_000093,0,0.26012898783078137,Low Risk,0,0,0,1
CUST_000094,1,0.24324275374633322,Low Risk,0,1,4,2
CUST_000095,0,0.26618682891419126,Low Risk,1,0,2,2
CUST_000096,0,0.28181927018566866,Low Risk,1,3,0,2
CUST_000097,0,0.2538396247965827,Low Risk,1,2,0,2
CUST_000098,0,0.26725332364531196,Low Risk,0,1,1,2
CUST_000099,0,0.22293934520301745,Low Risk,0,0,2,1
CUST_000100,0,0.22792632746373861,Low Risk,1,3,1,2
CUST_000101,0,0.25480859032177483,Low Risk,1,1,0,1
CUST_000102,0,0.26585930278946374,Low Risk,1,0,1,2
CUST_000103,0,0.2798876751638227,Low Risk,0,0,0,2
CUST_000104,1,0.24324275374633322,Low Risk,0,1,4,2
CUST_000105,0,0.22003638321851038,Low Risk,1,2,4,1
CUST_000106,0,0.27317714976298824,Low Risk,0,1,0,1
CUST_000107,1,0.23388877195433583,Low Risk,1,0,5,1
CUST_000108,0,0.23962185776186423,Low Risk,1,0,1,1
CUST_000109,0,0.22413080764350038,Low Risk,1,2,5,1
CUST_000110,0,0.2596071609969985,Low Risk,0,1,5,1
CUST_000111,0,0.2227627866743614,Low Risk,1,1,4,1
CUST_000112,1,0.22621349990028955,Low Risk,0,0,5,2
CUST_000113,1,0.27317714976298824,Low Risk,0,1,0,1
CUST_000114,0,0.25480859032177483,Low Risk,1,1,0,1
CUST_000115,1,0.2813854443111909,Low Risk,1,0,5,2
CUST_000116,1,0.22003638321851038,Low Risk,1,2,4,1
CUST_000117,0,0.23097035131948415,Low Risk,1,3,3,1
CUST_000118,1,0.2087311422491136,Low Risk,0,3,5,2
CUST_000119,0,0.2515099495185335,Low Risk,1,1,1,0
CUST_000120,1,0.26112703137026966,Low Risk,1,1,1,2
CUST_000121,1,0.2623571854800717,Low Risk,1,2,1,2
CUST_000122,0,0.24720887639055636,Low Risk,1,0,3,2
CUST_000123,0,0.23603135583907225,Low Risk,0,0,5,1
CUST_000124,0,0.24530475543926508,Low Risk,1,3,2,2
CUST_000125,0,0.267824711258441,Low Risk,1,2,5,2
CUST_000126,1,0.2946804705389686,Low Risk,1,0,0,0
CUST_000127,1,0.22276806153448606,Low Risk,0,0,4,0
CUST_000128,0,0.2623571854800717,Low Risk,1,2,1,2
CUST_000129,0,0.23962185776186423,Low Risk,1,0,1,1
CUST_000130,0,0.2384335290723222,Low Risk,1,1,2,2
CUST_000131,0,0.24776013765479887,Low Risk,1,1,2,1
CUST_000132,0,0.2357828319909077,Low Risk,1,1,0,2
CUST_000133,0,0.24734027766173575,Low Risk,0,1,1,1
CUST_000134,1,0.24530475543926508,Low Risk,1,3,2,2
CUST_000135,0,0.26112703137026966,Low Risk,1,1,1,2
CUST_000136,0,0.24776013765479887,Low Risk,1,1,2,1
CUST_000137,0,0.26112703137026966,Low Risk,1,1,1,2
CUST_000138,0,0.2598119473357625,Low Risk,0,0,1,1
CUST_000139,1,0.2449597809709422,Low Risk,0,2,2,2
CUST_000140,1,0.23962185776186423,Low Risk,1,0,1,1
CUST_000141,0,0.24776013765479887,Low Risk,1,1,2,1
CUST_000142,0,0.2314095843430768,Low Risk,1,0,0,2
CUST_000143,0,0.24343434155102772,Low Risk,1,1,4,2
CUST_000144,0,0.24776013765479887,Low Risk,1,1,2,1
CUST_000145,0,0.28683732587910377,Low Risk,1,3,5,2
CUST_000146,0,0.22926487752632746,Low Risk,1,2,3,1
CUST_000147,0,0.24001583744688904,Low Risk,1,0,3,1
CUST_000148,0,0.24936124004892063,Low Risk,1,0,4,2
CUST_000149,0,0.2696054221443141,Low Risk,0,0,0,0
CUST_000150,1,0.26012898783078137,Low Risk,0,0,0,1
CUST_000151,0,0.26725332364531196,Low Risk,0,1,1,2
CUST_000152,0,0.2227000211660437,Low Risk,0,0,5,0
CUST_000153,0,0.26725332364531196,Low Risk,0,1,1,2
CUST_000154,1,0.23426688151147013,Low Risk,0,1,1,0
CUST_000155,0,0.27440021314901797,Low Risk,0,3,4,2
CUST_000156,0,0.23603135583907225,Low Risk,0,0,5,1
CUST_000157,1,0.22276806153448606,Low Risk,0,0,4,0
CUST_000158,0,0.24734027766173575,Low Risk,0,1,1,1
CUST_000159,0,0.24145208982630934,Low Risk,1,1,5,1
CUST_000160,0,0.27317714976298824,Low Risk,0,1,0,1
CUST_000161,0,0.233387582204832,Low Risk,0,1,5,0
CUST_000162,0,0.27317714976298824,Low Risk,0,1,0,1
CUST_000163,0,0.25480859032177483,Low Risk,1,1,0,1
CUST_000164,0,0.2314095843430768,Low Risk,1,0,0,2
CUST_000165,1,0.2961151240013862,Low Risk,0,2,5,0
CUST_000166,0,0.2227627866743614,Low Risk,1,1,4,1
CUST_000167,0,0.2798876751638227,Low Risk,0,0,0,2
CUST_000168,0,0.25480859032177483,Low Risk,1,1,0,1
CUST_000169,0,0.2550274863016322,Low Risk,0,3,1,1
CUST_000170,0,0.24906635589378365,Low Risk,0,1,3,2
CUST_000171,0,0.2384335290723222,Low Risk,1,1,2,2
CUST_000172,0,0.2244385403234863,Low Risk,1,0,3,0
CUST_000173,0,0.2598119473357625,Low Risk,0,0,1,1
CUST_000174,0,0.283775498815551,Low Risk,0,0,1,2
CUST_000175,0,0.24936124004892063,Low Risk,1,0,4,2
CUST_000176,0,0.2384335290723222,Low Risk,1,1,2,2
CUST_000177,0,0.2598119473357625,Low Risk,0,0,1,1
CUST_000178,1,0.2538396247965827,Low Risk,1,2,0,2
CUST_000179,0,0.22293934520301745,Low Risk,0,0,2,1
CUST_000180,0,0.27175812455666265,Low Risk,0,3,4,1
CUST_000181,0,0.2362979782466718,Low Risk,0,1,2,2
CUST_000182,1,0.23603135583907225,Low Risk,0,0,5,1
CUST_000183,1,0.2384335290723222,Low Risk,1,1,2,2
CUST_000184,0,0.17330061013078513,Low Risk,0,1,4,0
CUST_000185,0,0.24343434155102772,Low Risk,1,1,4,2
CUST_000186,1,0.24324275374633322,Low Risk,0,1,4,2
CUST_000187,0,0.24324275374633322,Low Risk,0,1,4,2
CUST_000188,0,0.2596071609969985,Low Risk,0,1,5,1
CUST_000189,0,0.20597423421795885,Low Risk,1,0,5,0
CUST_000190,0,0.24200230962872887,Low Risk,1,1,1,1
CUST_000191,1,0.24324275374633322,Low Risk,0,1,4,2
CUST_000192,1,0.27317714976298824,Low Risk,0,1,0,1
CUST_000193,0,0.2384335290723222,Low Risk,1,1,2,2
CUST_000194,0,0.23603135583907225,Low Risk,0,0,5,1
CUST_000195,0,0.2786123364802222,Low Risk,1,1,5,2
CUST_000196,0,0.24734027766173575,Low Risk,0,1,1,1
CUST_000197,1,0.24776013765479887,Low Risk,1,1,2,1
CUST_000198,1,0.23999593319954377,Low Risk,0,0,4,1
CUST_000199,1,0.2598119473357625,Low Risk,0,0,1,1
CUST_000200,0,0.25480859032177483,Low Risk,1,1,0,1
CUST_000201,0,0.26012898783078137,Low Risk,0,0,0,1
CUST_000202,0,0.2623571854800717,Low Risk,1,2,1,2
CUST_000203,1,0.2272976120475389,Low Risk,0,0,2,2
CUST_000204,0,0.24313935021438435,Low Risk,0,3,0,1
CUST_000205,0,0.24734027766173575,Low Risk,0,1,1,1
CUST_000206,0,0.26725332364531196,Low Risk,0,1,1,2
CUST_000207,0,0.2515099495185335,Low Risk,1,1,1,0
CUST_000208,0,0.2357828319909077,Low Risk,1,1,0,2
CUST_000209,0,0.2623571854800717,Low Risk,1,2,1,2
CUST_000210,0,0.24734027766173575,Low Risk,0,1,1,1
CUST_000211,0,0.22792632746373861,Low Risk,1,3,1,2
CUST_000212,0,0.26585930278946374,Low Risk,1,0,1,2
CUST_000213,0,0.24720887639055636,Low Risk,1,0,3,2
CUST_000214,0,0.283775498815551,Low Risk,0,0,1,2
CUST_000215,0,0.2227000211660437,Low Risk,0,0,5,0
CUST_000216,0,0.24734027766173575,Low Risk,0,1,1,1
CUST_000217,0,0.22926487752632746,Low Risk,1,2,3,1
CUST_000218,0,0.22807149677296573,Low Risk,0,1,4,1
CUST_000219,1,0.2357828319909077,Low Risk,1,1,0,2
CUST_000220,0,0.24001583744688904,Low Risk,1,0,3,1
CUST_000221,0,0.2687901462145875,Low Risk,1,0,2,1
CUST_000222,0,0.23962109039990326,Low Risk,1,3,2,1
CUST_000223,0,0.2384335290723222,Low Risk,1,1,2,2
CUST_000224,0,0.2687901462145875,Low Risk,1,0,2,1
CUST_000225,0,0.2596071609969985,Low Risk,0,1,5,1
CUST_000226,1,0.25388710592436564,Low Risk,1,2,4,2
CUST_000227,0,0.24720887639055636,Low Risk,1,0,3,2
CUST_000228,1,0.24776013765479887,Low Risk,1,1,2,1
CUST_000229,0,0.24936124004892063,Low Risk,1,0,4,2
CUST_000230,1,0.24906635589378365,Low Risk,0,1,3,2
CUST_000231,0,0.2598119473357625,Low Risk,0,0,1,1
CUST_000232,0,0.23603135583907225,Low Risk,0,0,5,1
CUST_000233,0,0.2244385403234863,Low Risk,1,0,3,0
CUST_000234,0,0.26348665639160057,Low Risk,0,1,5,2
CUST_000235,0,0.2246062820544332,Low Risk,0,1,3,1
CUST_000236,0,0.25480859032177483,Low Risk,1,1,0,1
CUST_000237,0,0.2249979630689051,Low Risk,0,1,2,1
CUST_000238,0,0.2555053864127735,Low Risk,1,1,0,0
CUST_000239,0,0.27440021314901797,Low Risk,0,3,4,2
CUST_000240,1,0.24200230962872887,Low Risk,1,1,1,1
CUST_000241,1,0.2922401569690993,Low Risk,0,3,3,2
CUST_000242,1,0.2515099495185335,Low Risk,1,1,1,0
CUST_000243,0,0.2798876751638227,Low Risk,0,0,0,2
CUST_000244,0,0.26452282042054553,Low Risk,0,2,0,0
CUST_000245,1,0.26788157284561465,Low Risk,1,0,2,0
CUST_000246,0,0.22293934520301745,Low Risk,0,0,2,1
CUST_000247,1,0.26725332364531196,Low Risk,0,1,1,2
CUST_000248,1,0.2786123364802222,Low Risk,1,1,5,2
CUST_000249,1,0.26619993906825906,Low Risk,0,2,1,2
CUST_000250,0,0.2227627866743614,Low Risk,1,1,4,1
CUST_000251,0,0.2769769419285517,Low Risk,0,3,2,2
CUST_000252,1,0.22413080764350038,Low Risk,1,2,5,1
CUST_000253,0,0.20405150884019482,Low Risk,0,2,5,2
CUST_000254,0,0.29442331085289036,Low Risk,1,3,0,0
CUST_000255,0,0.24776013765479887,Low Risk,1,1,2,1
CUST_000256,1,0.24720887639055636,Low Risk,1,0,3,2
CUST_000257,0,0.23603135583907225,Low Risk,0,0,5,1
CUST_000258,0,0.2362979782466718,Low Risk,0,1,2,2
CUST_000259,0,0.2515099495185335,Low Risk,1,1,1,0
CUST_000260,0,0.2786123364802222,Low Risk,1,1,5,2
CUST_000261,1,0.2442501516731772,Low Risk,1,2,2,1
CUST_000262,0,0.24343434155102772,Low Risk,1,1,4,2
CUST_000263,0,0.2598119473357625,Low Risk,0,0,1,1
CUST_000264,1,0.26348665639160057,Low Risk,0,1,5,2
CUST_000265,0,0.26725332364531196,Low Risk,0,1,1,2
CUST_000266,0,0.2769769419285517,Low Risk,0,3,2,2
CUST_000267,0,0.2700081428385866,Low Risk,0,1,2,0
CUST_000268,0,0.2449597809709422,Low Risk,0,2,2,2
CUST_000269,0,0.22293934520301745,Low Risk,0,0,2,1
CUST_000270,1,0.22293934520301745,Low Risk,0,0,2,1
CUST_000271,1,0.2384335290723222,Low Risk,1,1,2,2
CUST_000272,1,0.26725332364531196,Low Risk,0,1,1,2
CUST_000273,1,0.27317714976298824,Low Risk,0,1,0,1
CUST_000274,0,0.233387582204832,Low Risk,0,1,5,0
CUST_000275,0,0.267824711258441,Low Risk,1,2,5,2
CUST_000276,1,0.26585930278946374,Low Risk,1,0,1,2
CUST_000277,0,0.24145208982630934,Low Risk,1,1,5,1
CUST_000278,0,0.22168917951762956,Low Risk,1,0,4,1
CUST_000279,1,0.26585930278946374,Low Risk,1,0,1,2
CUST_000280,1,0.24734027766173575,Low Risk,0,1,1,1
CUST_000281,0,0.2272976120475389,Low Risk,0,0,2,2
CUST_000282,0,0.26348665639160057,Low Risk,0,1,5,2
CUST_000283,0,0.26585930278946374,Low Risk,1,0,1,2
CUST_000284,0,0.2314095843430768,Low Risk,1,0,0,2
CUST_000285,0,0.2555053864127735,Low Risk,1,1,0,0
CUST_000286,0,0.20405150884019482,Low Risk,0,2,5,2
CUST_000287,0,0.27317714976298824,Low Risk,0,1,0,1
CUST_000288,0,0.27317714976298824,Low Risk,0,1,0,1
CUST_000289,0,0.2515099495185335,Low Risk,1,1,1,0
CUST_000290,0,0.24343434155102772,Low Risk,1,1,4,2
CUST_000291,0,0.2244385403234863,Low Risk,1,0,3,0
CUST_000292,1,0.24839514188236209,Low Risk,1,2,0,1
CUST_000293,0,0.2273535131940311,Low Risk,1,1,3,1
CUST_000294,0,0.2538396247965827,Low Risk,1,2,0,2
CUST_000295,0,0.2798876751638227,Low Risk,0,0,0,2
CUST_000296,1,0.2561420600686686,Low Risk,1,2,1,1
CUST_000297,0,0.23962109039990326,Low Risk,1,3,2,1
CUST_000298,0,0.2272976120475389,Low Risk,0,0,2,2
CUST_000299,0,0.2596071609969985,Low Risk,0,1,5,1
CUST_000300,0,0.2561420600686686,Low Risk,1,2,1,1
CUST_000301,0,0.2314095843430768,Low Risk,1,0,0,2
CUST_000302,0,0.2786123364802222,Low Risk,1,1,5,2
CUST_000303,0,0.22413080764350038,Low Risk,1,2,5,1
CUST_000304,0,0.24343434155102772,Low Risk,1,1,4,2
CUST_000305,1,0.24324275374633322,Low Risk,0,1,4,2
CUST_000306,0,0.2384335290723222,Low Risk,1,1,2,2
CUST_000307,0,0.2798876751638227,Low Risk,0,0,0,2
CUST_000308,1,0.2272976120475389,Low Risk,0,0,2,2
CUST_000309,0,0.24776013765479887,Low Risk,1,1,2,1
CUST_000310,0,0.24001583744688904,Low Risk,1,0,3,1
CUST_000311,0,0.2384335290723222,Low Risk,1,1,2,2
CUST_000312,0,0.24145208982630934,Low Risk,1,1,5,1
CUST_000313,1,0.2769769419285517,Low Risk,0,3,2,2
CUST_000314,1,0.2272976120475389,Low Risk,0,0,2,2
CUST_000315,0,0.25461168904775816,Low Risk,1,3,1,1
CUST_000316,0,0.2384335290723222,Low Risk,1,1,2,2
CUST_000317,0,0.2805715453158248,Low Risk,0,3,0,2
CUST_000318,0,0.24001583744688904,Low Risk,1,0,3,1
CUST_000319,0,0.2456452344257568,Low Risk,0,1,0,2
CUST_000320,0,0.26618682891419126,Low Risk,1,0,2,2
CUST_000321,0,0.25177276624360223,Low Risk,1,0,0,1
CUST_000322,0,0.22635794336280327,Low Risk,0,3,5,1
CUST_000323,0,0.22080130608746915,Low Risk,1,3,3,2
CUST_000324,1,0.26618682891419126,Low Risk,1,0,2,2
CUST_000325,0,0.24343434155102772,Low Risk,1,1,4,2
CUST_000326,0,0.24776013765479887,Low Risk,1,1,2,1
CUST_000327,0,0.2362979782466718,Low Risk,0,1,2,2
CUST_000328,0,0.2362979782466718,Low Risk,0,1,2,2
CUST_000329,0,0.2456452344257568,Low Risk,0,1,0,2
CUST_000330,0,0.24720887639055636,Low Risk,1,0,3,2
CUST_000331,1,0.26619993906825906,Low Risk,0,2,1,2
CUST_000332,0,0.2798876751638227,Low Risk,0,0,0,2
CUST_000333,0,0.23388877195433583,Low Risk,1,0,5,1
CUST_000334,0,0.26348665639160057,Low Risk,0,1,5,2
CUST_000335,0,0.22807149677296573,Low Risk,0,1,4,1
CUST_000336,1,0.24776013765479887,Low Risk,1,1,2,1
CUST_000337,0,0.24001583744688904,Low Risk,1,0,3,1
CUST_000338,0,0.2449597809709422,Low Risk,0,2,2,2
CUST_000339,0,0.2227627866743614,Low Risk,1,1,4,1
CUST_000340,0,0.2259187200198576,Low Risk,1,3,5,1
CUST_000341,0,0.26452282042054553,Low Risk,0,2,0,0
CUST_000342,0,0.20583723988267985,Low Risk,1,2,3,2
CUST_000343,0,0.22621349990028955,Low Risk,0,0,5,2
CUST_000344,0,0.2259187200198576,Low Risk,1,3,5,1
CUST_000345,0,0.2798876751638227,Low Risk,0,0,0,2
CUST_000346,0,0.23962185776186423,Low Risk,1,0,1,1
CUST_000347,0,0.2449597809709422,Low Risk,0,2,2,2
CUST_000348,0,0.23097729822870242,Low Risk,0,0,4,2
CUST_000349,0,0.2362979782466718,Low Risk,0,1,2,2
CUST_000350,0,0.24001583744688904,Low Risk,1,0,3,1
CUST_000351,1,0.2705749440406699,Low Risk,0,3,0,0
CUST_000352,0,0.2227627866743614,Low Risk,1,1,4,1
CUST_000353,0,0.22423445240511186,Low Risk,0,0,3,2
CUST_000354,0,0.26619993906825906,Low Risk,0,2,1,2
CUST_000355,0,0.17472089096003182,Low Risk,0,2,4,0
CUST_000356,0,0.22276806153448606,Low Risk,0,0,4,0
CUST_000357,0,0.24200230962872887,Low Risk,1,1,1,1
CUST_000358,1,0.21658374152516516,Low Risk,0,3,1,0
CUST_000359,0,0.23999593319954377,Low Risk,0,0,4,1
CUST_000360,0,0.22413080764350038,Low Risk,1,2,5,1
CUST_000361,0,0.2687901462145875,Low Risk,1,0,2,1
CUST_000362,0,0.22872685915146376,Low Risk,1,2,2,2
CUST_000363,0,0.2246062820544332,Low Risk,0,1,3,1
CUST_000364,1,0.2249979630689051,Low Risk,0,1,2,1
CUST_000365,0,0.283775498815551,Low Risk,0,0,1,2
CUST_000366,1,0.258077833386518,Low Risk,0,3,2,1
CUST_000367,1,0.2786123364802222,Low Risk,1,1,5,2
CUST_000368,0,0.2623571854800717,Low Risk,1,2,1,2
CUST_000369,0,0.2357828319909077,Low Risk,1,1,0,2
CUST_000370,0,0.2460280453604994,Low Risk,0,2,1,1
CUST_000371,0,0.26618682891419126,Low Risk,1,0,2,2
CUST_000372,0,0.23426688151147013,Low Risk,0,1,1,0
CUST_000373,0,0.23027613210993658,Low Risk,1,3,3,0
CUST_000374,0,0.2261732744177854,Low Risk,1,1,3,2
CUST_000375,0,0.18255291722119876,Low Risk,1,2,4,0
CUST_000376,1,0.22293934520301745,Low Risk,0,0,2,1
CUST_000377,0,0.2249979630689051,Low Risk,0,1,2,1
CUST_000378,1,0.2244385403234863,Low Risk,1,0,3,0
CUST_000379,0,0.26012898783078137,Low Risk,0,0,0,1
CUST_000380,0,0.25177276624360223,Low Risk,1,0,0,1
CUST_000381,0,0.2272976120475389,Low Risk,0,0,2,2
CUST_000382,0,0.24200230962872887,Low Risk,1,1,1,1
CUST_000383,1,0.23603135583907225,Low Risk,0,0,5,1
CUST_000384,0,0.23097729822870242,Low Risk,0,0,4,2
CUST_000385,1,0.26725332364531196,Low Risk,0,1,1,2
CUST_000386,0,0.25177276624360223,Low Risk,1,0,0,1
CUST_000387,0,0.2227627866743614,Low Risk,1,1,4,1
CUST_000388,1,0.22807149677296573,Low Risk,0,1,4,1
CUST_000389,1,0.2813854443111909,Low Risk,1,0,5,2
CUST_000390,1,0.27317714976298824,Low Risk,0,1,0,1
CUST_000391,0,0.24734027766173575,Low Risk,0,1,1,1
CUST_000392,0,0.23516055219284165,Low Risk,0,2,5,1
CUST_000393,1,0.23516055219284165,Low Risk,0,2,5,1
CUST_000394,0,0.2362979782466718,Low Risk,0,1,2,2
CUST_000395,1,0.22293934520301745,Low Risk,0,0,2,1
CUST_000396,1,0.22117639917895718,Low Risk,1,3,4,0
CUST_000397,0,0.24331016850907253,Low Risk,0,2,0,1
CUST_000398,1,0.26585930278946374,Low Risk,1,0,1,2
CUST_000399,1,0.2456452344257568,Low Risk,0,1,0,2
CUST_000400,0,0.22080130608746915,Low Risk,1,3,3,2
CUST_000401,1,0.25480859032177483,Low Risk,1,1,0,1
CUST_000402,0,0.26012898783078137,Low Risk,0,0,0,1
CUST_000403,1,0.2227000211660437,Low Risk,0,0,5,0
CUST_000404,0,0.2946804705389686,Low Risk,1,0,0,0
CUST_000405,1,0.2456452344257568,Low Risk,0,1,0,2
CUST_000406,0,0.24145208982630934,Low Risk,1,1,5,1
CUST_000407,0,0.2706922538851356,Low Risk,0,3,1,2
CUST_000408,1,0.2515099495185335,Low Risk,1,1,1,0
CUST_000409,0,0.27996492333061684,Low Risk,1,1,3,0
CUST_000410,0,0.2314095843430768,Low Risk,1,0,0,2
CUST_000411,1,0.2384335290723222,Low Risk,1,1,2,2
CUST_000412,1,0.2858973625581066,Low Risk,1,1,2,0
CUST_000413,0,0.2596071609969985,Low Risk,0,1,5,1
CUST_000414,0,0.267824711258441,Low Risk,1,2,5,2
CUST_000415,0,0.26788157284561465,Low Risk,1,0,2,0
CUST_000416,0,0.24343434155102772,Low Risk,1,1,4,2
CUST_000417,0,0.24720887639055636,Low Risk,1,0,3,2
CUST_000418,0,0.26788157284561465,Low Risk,1,0,2,0
CUST_000419,1,0.24936124004892063,Low Risk,1,0,4,2
CUST_000420,1,0.26618682891419126,Low Risk,1,0,2,2
CUST_000421,1,0.2538396247965827,Low Risk,1,2,0,2
CUST_000422,0,0.258077833386518,Low Risk,0,3,2,1
CUST_000423,0,0.2705749440406699,Low Risk,0,3,0,0
CUST_000424,0,0.17330061013078513,Low Risk,0,1,4,0
CUST_000425,0,0.233387582204832,Low Risk,0,1,5,0
CUST_000426,0,0.2244059213407816,Low Risk,0,0,3,1
CUST_000427,1,0.2690479956961381,Low Risk,0,3,3,1
CUST_000428,0,0.22872685915146376,Low Risk,1,2,2,2
CUST_000429,0,0.25177276624360223,Low Risk,1,0,0,1
CUST_000430,0,0.24343434155102772,Low Risk,1,1,4,2
CUST_000431,1,0.2555053864127735,Low Risk,1,1,0,0
CUST_000432,0,0.20194064865086864,Low Risk,1,3,5,0
